Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514,ner_results
SKYHY,Shailesh Pachbhai,"I visited this place on Friday, but I don’t like food and service provided. I ordered barbecue chicken but it was not cooked properly but I liked the ambiance and open terrace.",3,1 Review,5/11/2019 17:50,0,,"{'food': ['barbecue chicken'], 'drink': []}"
SKYHY,Nikunj Keshav,I have been to this restaurant to see my friend. The place is well situated on the main Gachibowli road near by the flyover. Ambience was nice and the taste of food is good too. We order a cheese balls in the started and a veg sizzlers. Sizzler was amazing and sumptuous. Recommend this place to visit once at least.,4,13 Reviews,5/10/2019 21:09,3,,"{'food': ['cheese balls', 'veg sizzlers'], 'drink': []}"
SKYHY,Abhinav Kulshrestha,"Been here a lot of times and it's a place to go to when weather is nice as its in the open.
Food is good and menu has decent choices.
Dance floor is limited to couples though or you have to have at least a girl in your group to enjoy dancing.",4,"10 Reviews , 4 Followers",5/6/2019 14:16,0,,"{'food': ['food is good', 'menu has decent choices'], 'drink': []}"
SKYHY,Hemachand Yadav Gogula,This place is awesome to hangout with friends. I liked the dance floor and the way they serve the food and been polite with customer. But food was average need to improve in that a little.,3,"7 Reviews , 5 Followers",5/5/2019 17:53,0,,"{'food': ['food'], 'drink': []}"
SKYHY,Phani Dileep,"Again I was in dilemma between 3 to 4, place is good and nice terrace. But it's very very small. The night will purely depends on band playing that night. All regular options of menu available. Food is OK and nothing special with drinks but a good evening can be passed through.
OK kind of for your money as I am comparing other places in same area",3,"99 Reviews , 106 Followers",4/30/2019 0:57,0,,"{'food': ['food is OK and nothing special with drinks but a good evening can be passed through.'], 'drink': []}"
SKYHY,Rakesh Dara,If there z an option to give 0 I certainly do that disgusting food ordered multiple option thinking at least this one should be fine but none of the dishes are promising not even close to basic taste avoid this pub nothing means nothing in food and price range is not less...if u dare to go after looking into this review no one can’t stop u . worst experience ever had..,1,"1 Review , 9 Followers",4/28/2019 23:15,0,,"{'food': ['pizza', 'pasta'], 'drink': ['beer']}"
SKYHY,Siddhanta Dey,Been there on a Saturday night and the atmosphere was electrifying. This place has a nice rooftop sitting area and also a dance floor. Excellent service.,5,"3 Reviews , 1 Follower",4/28/2019 18:06,3,,"{'food': [], 'drink': []}"
SKYHY,DNiharikaa,"One of good open terase place in town.

Food was good, mood uplifting dance floor.

To hangout with friends it is a great place to visit 🤟🏽🤟🏽",4,"5 Reviews , 2 Followers",4/21/2019 13:52,0,,"{'food': ['food was good'], 'drink': []}"
SKYHY,Gordon,Been there with friends. They took 2 hours to get a starter. No lights and he refused to turn on lights. Regret visiting this place .. I will not go there again,1,"1 Review , 48 Followers",4/15/2019 1:34,0,,"{'food': ['starter'], 'drink': []}"
SKYHY,Buddha Sudeep,"The worst behaviour of staff, we are seating on rooftop and went to dance floor leaving our belongings at our table and one Stuart comes and asks us credit card as deposit. What kind of service is this, in last 12 years i have visited 100s of pubs in India no one asked such. Dear SKYHY if u think u r one of top pub, listen there are more which give better service than you.",1,"38 Reviews , 37 Followers",4/13/2019 22:56,0,,
SKYHY,Raja Gopal Reddy Chereddy,"The most happing place for me.. multiple visits because of their terrace seating and large screen.
Multiple match's I watched here with my friends.
As compared to multiple places in hyd, it's bit costly but worth it.",5,"20 Reviews , 27 Followers",4/9/2019 22:59,0,,"{'food': ['dish', 'dish', 'dish'], 'drink': ['drink', 'drink', 'drink']}"
SKYHY,Akhil,"Wanderfull place. nice hospitality
amazing dance floor
good food
friendly staff
I really enjoy
Skyhy is one of the best pub in Hyderabad
I love this place",5,"1 Review , 1 Follower",4/8/2019 3:13,0,,"{'food': ['good food'], 'drink': []}"
SKYHY,Palak Jain,"Awesome place for couples to visit... Not so loud... Just if u wanna have a romantic date and chitchat with ur partner in dim lights with not so disturbing crowd this is the perfect destination....

The food they serve is awesome... Specially jalapeno cheese poppers.. and best thing live sport screening if you are a fan...",4,"10 Reviews , 4 Followers",4/6/2019 10:16,4,,"{'food': ['jalapeno cheese poppers'], 'drink': []}"
SKYHY,Madhuri,"Had peri peri chicken and dragon chicken starters.... Taste is OK.... Peri peri chicken served with fries but not spicy and dragon chicken is spicy and sweet sauce mixed....
With zomato Gold had a good experience...
Ambience - 3/5
Food - 3/5
Quality - 3/5
Quantity - 4/5
Management and waiters are good in service becoz we went in weekday so didn't had any problems.... One best thing to watch cricket on screen on terrace....
At last had a great time with friends...",3,"82 Reviews , 93 Followers",4/5/2019 13:57,0,,"{'food': ['peri peri chicken', 'dragon chicken'], 'drink': []}"
SKYHY,Niranjan Kumar Muthineni,Worst place to be on a Saturday evening. Service was slow and there were hardly 3 tables with close to 30people in the whole of SKYHY. Two people were serving and 5 waiters were busy watching IPL. This was my first visit and for sure the last visit. I would not even give 1 start but had no other options!!!’,1,"2 Reviews , 39 Followers",3/31/2019 1:42,0,,"{'food': ['pizza'], 'drink': ['beer']}"
SKYHY,Madhusha Urlam,"DJ floor is the best part of Skyhy 💃
The name of the lounge is justified with a decent rooftop.
IPL and T20 times are the best to visit this place
Although the food and drinks quality need to be improved on a little as we had bad experiences for couple of visits",3,"27 Reviews , 87 Followers",3/29/2019 13:00,1,,"{'food': ['DJ floor'], 'drink': ['Skyhy']}"
SKYHY,$ign,"Had the long island and the salsa nachos, bothered excellent, the nachos were delicious with a smoked after taste which was fantastic, the music and ambiance was on point and honestly first place iv seen who provielde sugar cane stick as a sterer it's a genius idea, good to chew on when you wait for your food! But more than anything it was the manager of the outlet who took the cake in terms of service stand up chap, props to him!",4,"50 Reviews , 55 Followers",3/11/2019 22:32,2,,"{'food': ['long island', 'salsa nachos'], 'drink': []}"
SKYHY,Manisha Panda,"Well went to this place on a ladies night so drinks were on house! Yayy for that 🤟
All we had to buy was starters which were really good. The ambience is good; not sure about the rooftop as we didn't land there. Good DJ. Good service.
I'm saying good at every sentence cause it was not exceptional even though it was a pretty decent club.
Would suggest to go check out for once 😊",4,"19 Reviews , 53 Followers",3/11/2019 0:29,0,,"{'food': ['starters'], 'drink': ['drinks']}"
SKYHY,Neha Singh,"I prefer outdoor. Music is good. Perfect for out dine with friend and can enjoy live match, if you like. Choose wisely from menu ( food), drink is fine!",4,"10 Reviews , 9 Followers",3/10/2019 18:01,0,,"{'food': ['outdoor', 'dine', 'friend'], 'drink': ['fine']}"
SKYHY,Arhan Khan,The best place to have fun and hang out with frind for a drinks . ...bar tender silu awesome make cocktail anf shoot food also good snd service,5,"1 Review , 25 Followers",3/9/2019 23:52,0,,"{'food': ['drinks'], 'drink': ['cocktail', 'shooting']}"
SKYHY,Mayur Chawla,"Worst service. Kept us waiting for food but didn't had the courtesy to inform. After waiting for almost an hour we had to cancel. Management is very incompetent .Name of manager- Umakant.
Disappointed
...
Worst experience",1,"1 Review , 1 Follower",3/9/2019 23:39,0,,"{'food': ['Kept us waiting for food'], 'drink': []}"
SKYHY,Sonali Singh,"Pathetic. Unprofessional staff. Bouncers will make you wait for 15-20 mins at the entrance even if you have made an advance booking for office party. Moreover, they ask to call any member from your group who is already in to verify whether booking is done or not, party is going on or not. If it was my personal party I would have immediately cancelled the booking and have gone somewhere else.",1,"7 Reviews , 10 Followers",3/8/2019 12:57,0,,"{'food': ['Pathetic', 'Unprofessional staff', 'Bouncers'], 'drink': []}"
SKYHY,Prasanna,They don't have any options.. they have an elaborate menu but have very few options available. Waste of going there... Service was not good too.... Cocktails were costly but they don't taste good at all...,1,"25 Reviews , 25 Followers",3/7/2019 15:52,0,,"{'food': ['dish'], 'drink': ['cocktails']}"
SKYHY,Aanya Sharma,"Very overpriced diluted drinks. On complaining the bartender said, it has very high alcohol content, blah blah and we don't know how the cocktails are made. Very arrogant and rude staff. The order took forever to come. Not sure if this is a Saturday night rush issue or a regular thing. 
When our order finally arrived, they got it wrong.
The dance floor was very crowded and some people were pushing us.

The only good part was 2+2 with zomato gold.

In the final bill, they charged us for 6 extra drinks and refused to update bill.
If you are a party of 4-5 people, please avoid this place.",1,1 Review,3/6/2019 0:47,0,,"{'food': ['dishes'], 'drink': ['diluted drinks', 'cocktails', 'zomato gold']}"
SKYHY,Dhritipriya Biswas,"I went there on sat night with my friends to have a fun weekend.... the place was lit . Ambience was amazing ... they have a rooftop arrangemnt where u can sit and njoy ur drinks and then be ready to move those feets with the cool dj ...
We ordered a couple of whiskey & beer, one cocktail named cosmopolitian and a mocktail...
The dj shut down at around 12.30 to 1 am ...
Overall i had a blast and the place is really cool for all those who love to party",4,"20 Reviews , 106 Followers",3/4/2019 10:57,0,,"{'food': [], 'drink': ['whiskey', 'beer', 'cocktail', 'mocktail']}"
SKYHY,Soujanya Reddy,"Ok place for casual hangouts.

Food wasn’t so great, it was ok ok. There weren’t many options for drinks as well. Service was also not so great I would say.",2,"10 Reviews , 6 Followers",3/2/2019 14:22,0,,"{'food': ['Ok place for casual hangouts'], 'drink': []}"
SKYHY,Nikhita,"I had been to this place last weekend with family. I must say the service is excellent. Coming to the ambience, the dance floor and the area beside that looks great, but the rooftop wasn't that interesting. 1 less star only for that. But other than that the food was good but not that great. We ordered:
1. Budweiser (3)
2. Virgin Mojito (2) - It was soooooo good.
3. Chicken Tikka - Could have cooked more.
4. Crispy chicken Asian Style
5. Dragon Chicken
6. Chicken pulao - Same as Biryani nothing great

Overall, I feel a little more work to be put into deco on the rooftop & a little on food. But a good open air experience. Best if you come as a couple. The dance floor will be open to you.",3,"95 Reviews , 497 Followers",2/28/2019 21:12,2,,"{'food': ['Chicken Tikka', 'Crispy chicken Asian Style', 'Chicken pulao', 'Biryani'], 'drink': ['Budweiser', 'Virgin Mojito']}"
SKYHY,Prakash Gudipati,Pitchers and towers are not available.but they are present in the menu.we have ordered chicken wings.they are not hot and even chicken is smelling foul and is not fresh.highly dissapointed.dont know what management is doing,1,"3 Reviews , 3 Followers",2/26/2019 19:43,0,,"{'food': ['chicken wings'], 'drink': []}"
SKYHY,Snigdha Uppala,"Went there for an office party.
The DJ was so bad. He didn't play any requested songs.
He mixed all the songs which didn't set the mood right and ruined all the trippy songs by making them fast and adding beats eg for Manali trance, he made it fast. Totally ruined the mood of the crowd. Didn't play as we requested even though we had bookd the place. Horrible.",1,"1 Review , 5 Followers",2/25/2019 22:48,0,,"{'food': [], 'drink': []}"
SKYHY,Neha Rathi,Came for office party.. food is just okay.. they have dance floor also.. ambiance is okay not very great.. maybe top floor have better ambiance.. overall ok ok place..,3,"4 Reviews , 53 Followers",2/21/2019 0:30,0,,"{'food': ['just okay'], 'drink': []}"
SKYHY,Sudhansu Mishra,"Pub was superb...rooftop, great ambiance, good music , dance floor but food was ok..most of the popular drinks was not available ☹️.. overall good😊",3,"3 Reviews , 2 Followers",2/20/2019 18:24,0,,"{'food': ['dish'], 'drink': ['drink']}"
SKYHY,Sanjaya Behera,"A beautiful set up ambience,fancy setup, great interior,flashy menu,decent food, fantastic service,and worth of money.
We went yesterday you can't believe the food test is so good than others restaurant making
Finally we enjoyed it",4,"4 Reviews , 799 Followers",2/16/2019 19:09,0,,"{'food': ['fancy setup', 'decent food'], 'drink': []}"
SKYHY,Yashwanth Varakala,"Nice place with an awesome ambience.
Delicious food and customizations are considered.
Service must be improved as I didn't found any one to guide or receive when I entered (12:30pm)",3,"4 Reviews , 2 Followers",2/4/2019 21:20,0,,"{'food': ['Delicious food'], 'drink': []}"
SKYHY,Srikanth Gogineni,Cocktails are awesome. Great ambience. Food is good. Fish starters are tasty. I seated at rooftop. Nice place to hang out with friends and colleagues.,5,"5 Reviews , 21 Followers",2/3/2019 15:19,0,,"{'food': ['Fish starters'], 'drink': []}"
SKYHY,B Sridhara Subudhi,Ambience in here is nice it's my go get hangout place and sure about food it's good .. good for casual and team especially when there is a match coz it's got a big screen with open roof top space.,3,"9 Reviews , 9 Followers",2/3/2019 0:28,0,,"{'food': ['casual', 'team'], 'drink': ['good']}"
SKYHY,Vishal Macha,I been to this with my office colleagues. Everything's seems perfect expect the DJ in this bar. They need to improve on this asap. Drinks are little expensive,3,"9 Reviews , 21 Followers",2/2/2019 20:34,0,,"{'food': ['this'], 'drink': ['been', 'this', 'my', 'office', 'colleagues']}"
SKYHY,Heeranmayee Sahoo,"Food is horrible , cost( both bar and food ) are too costly and the taste of food don't justify the price.but ambiance is okay , music is nice . Good place for drinking but food ! Ah ah no",3,"3 Reviews , 5 Followers",1/30/2019 20:21,1,,"{'food': ['food'], 'drink': ['drink']}"
SKYHY,Kunal Ashok Duggal,"Its a great place to visit with a couple of friends for some drinks and food. The staff is very cooperative and helpful. The crowd is okay. The ambience is the thing I liked the most. An open terrace option just adds up to the charm of the night. All in all, its among the best places in Hyderabad to have food and drinks. So let the drinks pour in! Cheers!",5,"7 Reviews , 63 Followers",1/27/2019 19:14,0,,"{'food': ['drinks'], 'drink': ['drinks']}"
SKYHY,Venu Gopal,"been here couple of times on weekdays, it has both open area and closed area too the ambience was nice. the quality of food is ok ok...DJ was good. The service was fine but you are not valued if you are going as a stag... After spending some time felt its too cold outside so asked if I can go to closed area but they refused even after requesting which made me to leave the place earlier.

Food:4/5
Ambience:4.5/5
Music:4.5/5
Service:3/5",3,"18 Reviews , 67 Followers",1/23/2019 16:06,0,,"{'food': ['been here couple of times on weekdays', 'it has both open area and closed area too', 'the quality of food is ok ok'], 'drink': ['DJ was good'], 'ambience': ['The service was fine but you are not valued if you are going as a stag'], 'music': ['After spending some time felt its too cold outside so asked if I can go to closed area but they refused even after requesting which made me to leave the place earlier.']}"
SKYHY,ImFoodie,"I have been here during some ODI match.
Have used little coupon, which really helped our pocket. There are 2 sittingareas, one outside where they had put screens and inside which is dance floor in suppose, i opted for out sitting.
One by one we tried almost all the veg starters with cocktails.
Everything was just perfect. Match drinks and snacks.I definitely recommend this place.
So here are my ratings
Food: 4*
Ambience: 4*
Pocket friendly: 3* google all deals/coupon options, and you will be mpre than happy.",4,"7 Reviews , 7 Followers",1/13/2019 20:15,0,,
SKYHY,Ravirams1979,"Went to skyhy with great expectations but pathetic service and very bad food quality.wasted almost 1hr for food to arrive ,and they served the wrong item.

Very disappointed,will not prefer to return again",1,"1 Review , 1 Follower",1/4/2019 20:52,0,,"{'food': ['Went to skyhy with great expectations but pathetic service and very bad food quality.', 'wasted almost 1hr for food to arrive,and they served the wrong item.'], 'drink': []}"
SKYHY,Kashyap Tadikonda,"Ambience and dance floor are primary attractions at the restaurant.
Zomato coupons are pretty well acknowledged.
Drinks are really worth with Zomato inclusion.
Both veg & non-veg starters are delicious.
Worth for the money",5,"12 Reviews , 39 Followers",12/29/2018 22:15,0,,"{'food': ['starters'], 'drink': ['drinks']}"
SKYHY,Bhavika Pandya,"Place is nice , it has open area on terrace and closed area too. Have been here twice and found that the service is nice but the quality of food is not that great. DJ was good. And once out of 2 times, have experienced power cut and the team was not able to have the backup for 30mins. But this might be a one off case so should be fine. Its an average place to be there.",3,"45 Reviews , 381 Followers",12/27/2018 13:24,0,,"{'food': ['Place is nice', 'It has open area on terrace and closed area too'], 'drink': ['DJ was good']}"
SKYHY,Samrudh Kelkar,"Chilled out place for office party. Went at 6pm and place was super quiet. If you have good company and want to have relaxed drinking experience, go before 7 pm. Zomato Gold works well, you can pay using dineout app. Staff is super cool.",5,"13 Reviews , 5 Followers",12/26/2018 18:42,0,,"{'food': ['Chilled out place for office party'], 'drink': ['super quiet', 'good company', 'relaxed drinking experience', 'Zomato Gold', 'dineout app', 'super cool staff']}"
SKYHY,Jagrati Kothari,"Non veg wasn’t good at all. Ordered fish, chicken wings, both were vry bad.
Veg was good though, ordered chilly mushroom and crispy corn. Chill mushroom ws exceptionally good",3,"2 Reviews , 40 Followers",12/24/2018 22:17,0,,"{'food': ['fish', 'chicken wings'], 'drink': ['chilly mushroom', 'crispy corn']}"
SKYHY,Vicky Rockzz,"Worst place went soo far, don't believe in pictures, quality of food is worst, dj was very very very bad. Disgusting place. Seen in zomato impressed with pictures but came to a worst place",1,"3 Reviews , 28 Followers",12/23/2018 0:59,0,,"{'food': ['worst place', 'quality of food'], 'drink': []}"
SKYHY,Mohit Munikuntla,"Coming to the tast. It was above average can't say the best. But tastes good enough.
But when it comes to serving, the boys are very slow need to improve",4,"6 Reviews , 18 Followers",12/22/2018 20:38,0,,"{'food': ['tastes good enough'], 'drink': []}"
SKYHY,Sthiti Chakraborty,"Food : 4
Ambiance : 4
Service : 4
Pocket pinch : around 9k for 9 people with 6 Zomato golds and around 15 starters.

I went in a group of 9 people on a Thursday night and the place was pretty empty. They were playing nice funky music and the ambiance was really nice. The service was fine like any other party place had and the taste of food was also decent. Even though we were 9 people, they allowed us to use 6 Zomato golds and I really appreciate it☺️

The corn and cheese triangles were awesome.
The food was served really hot and the place would be fun when there is right crowd.

Overall, a good experience.",4,"118 Reviews , 771 Followers",12/22/2018 1:13,13,,
SKYHY,Varunkumar Reddy,"The best hangouts place with friends and girlfriend and it had good dance floor. I got good variety of liquor brands also but the food is main concern in terms of both taste and quantity.for quires contact sujith_reddy12 in instagram
SKYHY",3,"7 Reviews , 14 Followers",12/20/2018 23:53,0,,"{'food': ['dish', 'drink'], 'drink': ['liquor brands']}"
SKYHY,Madhup,Went with friends here. The food is really good. Went on to the dance floor and it was a nice experience. The view from the roof is really nice.,5,"16 Reviews , 10 Followers",12/19/2018 23:28,0,,"{'food': ['really good'], 'drink': []}"
SKYHY,Saurabh Kumar,"They did not allow entry at 11:07pm today, just saying that they allow till 11pm why then it's mentioned that we can enjoy till 1 am ????????? That too on saturday ???",1,"3 Reviews , 5 Followers",12/8/2018 23:13,0,,"{'food': ['dish'], 'drink': ['drink']}"
SKYHY,Gaurav Lohani,Food was mediocre and had to wait an hour just to get the starters. A rooftop devoid of a view . Only good thing about the place was the dance floor .,3,"14 Reviews , 60 Followers",12/3/2018 1:41,0,,"{'food': ['mediocre'], 'drink': []}"
SKYHY,Rajat Soreng,Whoever is a stag remember that you won't be allowed in 5th floor even though you have booked through zomatoand they recommend you to 4th floor masti sports bar.bad experience.i won't recommend this place to anyone.Stay away,1,"1 Review , 1 Follower",12/1/2018 22:02,0,,"{'food': ['stag', 'booked', 'zomato'], 'drink': ['masti', 'sports', 'bar']}"
SKYHY,Pratipurna Panda,"Good for group outings. They provide rooftop seating arrangements.
Music can be better for the dance floor. Ambience is okay. Food is average. Good staff though. They are helpful and friendly.",3,"47 Reviews , 145 Followers",11/29/2018 22:32,0,,"{'food': ['food'], 'drink': []}"
SKYHY,Anusha Panguluri,"Just because a bunch of corporate guys request for retro songs, you shouldn't ignore the rest of the crowd. Please consider it serious! Food is ok.",1,"1 Review , 4 Followers",11/27/2018 23:46,0,,
SKYHY,Prashant J Neelaraddi,"Amazing chef. Order anything in fish, It will be utterly tasty. I would call it a best place for ambience and music is perfect. Visited twice, pretty descent crowd. Delay in service. Due to lack of staff HEADCOUNT. All it comes to your starving, cz u need to wait for it. Never stop yourself to visit this place.",4,"2 Reviews , 19 Followers",11/18/2018 13:28,0,,"{'food': ['fish'], 'drink': []}"
SKYHY,SriNaresh Gavarasana,"Delicious food with good quantity.

Yesterday was the first time we been there at SKY HY. It is a good place to spend some quality time with your friends and loved ones. The food was great and delicious. The place is not like a typical pub where in you can get drunk and have good food but it is more like a place wherein you can chit chat and hang over. Coming to the food, we had Paneer tikka, chicken majestic, and chicken tikka pizza which are execellent in taste they are delicious.",4,"5 Reviews , 16 Followers",11/18/2018 10:43,2,,"{'food': ['Paneer tikka', 'Chicken majestic', 'Chicken tikka pizza'], 'drink': []}"
SKYHY,Sai Vadapalli,Been here on a Saturday evening. The service looked a bit slow but the food tasted good. They allow stags without any cover charge but they don’t let you enter the dance floor if you’re one. The staff is also very co-operative. Go here as a crowd and you would love it.,3,"27 Reviews , 218 Followers",11/13/2018 19:04,8,,"{'food': ['food'], 'drink': []}"
SKYHY,Santhosh GR,"Good place for a open air n music with nice barmans special drinks!
nice music and dance accordingly basis your crowd, MUST TRY ON BARMANS SPECIAL!❤️",4,"2 Reviews , 5 Followers",11/4/2018 22:39,2,,"{'food': ['dish'], 'drink': ['drink']}"
SKYHY,Chandann Reddy,Great ambience and perfect roof top bar!!! Good service and decent variety of liquor and super pocket friendly!!! Must visit to unwind!!! The food what ever I ordered was ok (no complaints). Visit here to unwind!!! One suggestion pls change the live band if the original artists hear them they will all kill them selves!!!!!!,4,"302 Reviews , 228 Followers",11/4/2018 21:06,0,,"{'food': ['what ever I ordered was ok'], 'drink': ['super pocket friendly']}"
SKYHY,Sharukh Khan,Me and my friends were at this pace for Saturday club night. Dance floor is spacious .Ambience is good .Overall my experience was good though there was delay in our order,1,"1 Review , 47 Followers",11/4/2018 11:50,0,,"{'food': ['pizza'], 'drink': ['beer']}"
SKYHY,Sarika Indukuri,The place is cool and the person who served us (Sahoo) is too good. Nice place to visit again and chill out. Nice place to hang out with friends,5,"2 Reviews , 6 Followers",10/31/2018 20:27,0,,"{'food': ['place'], 'drink': []}"
SKYHY,Mallik Arjun,"5 of us had been to dis place on 27th night, good place, decent set up, food is good, DJ is good, parking,lift area poor,conjusted weekends.",3,"5 Reviews , 26 Followers",10/30/2018 14:12,0,,"{'food': ['good place', 'decent set up', 'food is good'], 'drink': ['DJ is good']}"
SKYHY,Himakar,Nice ambience with roof top and good music..good place to hangout with friends for parties in the weekends ... Mr. Sahu's assistance is appreciable...,5,"1 Review , 5 Followers",10/29/2018 21:19,0,,"{'food': ['dish'], 'drink': ['drink']}"
SKYHY,Hyderabad Food,"Lovely food
Lovely drinks with's make silu

Please don't forget to visit this place if u, re in gachibowli. for the most happening nigh
This please will never disappoints you.",5,"2 Reviews , 5 Followers",10/26/2018 1:40,0,,"{'food': ['silu'], 'drink': ['silu']}"
SKYHY,Tanushree Karan,"This place has amazing setup, separated in multiple sections. So one can have romantic dates, casual Hangouts, DJ dance parties.
I love the interior n decor of the place. It looks quite classy. They can do it bit better though.
There are multiple events going on this place, make it more interesting. The dance floor is big and closed to give u the thumping sound. There is a huge screen for live matches.

Food: I have loved the food here be it veg or non veg. Fish is quite good. The masala level is decent. Liquor collection is good. But I don't find cocktails much interesting here.

Value for money: the price is pretty decent compared to the peer pubs. Food menu is very reasonable.

The service is good. Front desk receptionists are helpful in getting you a seat.",4,"104 Reviews , 894 Followers",10/25/2018 3:03,9,,"{'food': ['fish', 'veg'], 'drink': ['liquor']}"
SKYHY,Hyderabad Food,"everything one needs. Seating at Fully friendly bar man ..sillu.....? Thank u for your service n drink

biggest place gachiwali area n quality of food was delicious we really testy and service is very fast➕ . Overall 5 to 5 we definitely recommende.?......?.......",5,"4 Reviews , 33 Followers",10/20/2018 14:44,0,,"{'food': ['gachiwali area', 'quality of food'], 'drink': ['n drink']}"
SKYHY,Nupur Rani,"Was there for dinner on a weekday. The ambience is sombre. They have a wide variety of menu ranging from European to Chinese to Hyderabadi biryanis. Tried the Virgin guava Mary mocktail,which was really good. The chicken quesadillas were delicious. We also had spicy chicken sizzlers which was also good. Had an overall good experience.",3,"70 Reviews , 173 Followers",10/11/2018 17:59,0,,"{'food': ['chicken quesadillas', 'spicy chicken sizzlers'], 'drink': ['Virgin guava Mary mocktail']}"
SKYHY,Tarun Nayak,"I'll not be here next time if Mr. Umakant is not here next time. Super service and awesome place. Great staff. Had an awesome time.

Love this place.",5,"10 Reviews , 299 Followers",10/7/2018 23:24,0,,
SKYHY,Sarthak Garg,"It was an awesome experience. Umakant
is gem of a person. He makes sure that you leave the place with great memories. The music and food is really good. Dal makhani and Nachos are must try.",5,"2 Reviews , 60 Followers",10/7/2018 23:22,0,,"{'food': ['Dal makhani', 'Nachos'], 'drink': []}"
SKYHY,Rashmi Rekha,"Courteous staff, good food, and lovely vibes.
Sahoo was a lovely company for the night.
Sunday is ladies night and live band for your information.
Monday is all alcohol on MRP.",5,"1 Review , 16 Followers",10/6/2018 23:42,0,,"{'food': ['Courteous staff', 'good food'], 'drink': ['lovely vibes', 'ladies night', 'live band', 'all alcohol on MRP']}"
SKYHY,Manish Dash,"This place is okay at best. The drinks are too diluted with an extra crapload of ice. The live music was really great but didn't fit inside such a place. Cibo house is a much better place if you're looking for some good live music, a peaceful time and some great drinks with friends.",2,"6 Reviews , 61 Followers",10/6/2018 15:45,0,,"{'food': ['Cibo House'], 'drink': ['Cibo House']}"
SKYHY,Vishwanath Rao,"i have been hearing some really good reviews about this  place, The ambience is  happening..On a lucky Sunday night you get to hear live band too..",5,"3 Reviews , 25 Followers",10/6/2018 13:17,0,,"{'food': ['heard', 'good', 'reviews', 'place'], 'drink': ['ambience', 'happening', 'Sunday', 'night', 'lucky', 'band']}"
SKYHY,Robin Tyagi,"Very bad place to hang on, the staff is very arrogant and short tempered. They don't allow entry to stags on the dance floor also and despite of so high prices haven't given any discount even not corporate discount too.",1,"6 Reviews , 1 Follower",10/6/2018 3:04,0,,"{'food': [], 'drink': []}"
SKYHY,Achuta Nanda Jena,"Don’t ever go to this place, waste of money, if you give order the order will come after 45 mins. Behaviour of the staff is horrible, the partner/owner even don’t know about how to behave to customer.",1,"4 Reviews , 9 Followers",10/5/2018 22:14,0,,"{'food': ['order'], 'drink': []}"
SKYHY,Karan Sethi,Skyhy is a good place to hang out with friends nice place & nice food & good staff entire the skyh friendlly thanks monaranj is a vry GD guy..,5,"1 Review , 26 Followers",10/4/2018 22:54,0,,"{'food': ['Skyhy'], 'drink': []}"
SKYHY,Mahmood Mahmood,Great ambience.awesome service by Manoranjan .he was very friendly.very good food .Nice place to hangout with friends. Visit this place when you got a limit.l love this place.,5,"1 Review , 8 Followers",10/4/2018 22:39,0,,"{'food': ['awesome service', 'very good food'], 'drink': []}"
SKYHY,NIHAL VK,Very bad management. They are a cheat. Firstly they denied me the 20% flat discount coupon which i had taken from dine out. Over charged our liquor. Never going back there ever again.,1,3 Reviews,10/4/2018 21:49,0,,"{'food': ['dish'], 'drink': ['drink']}"
SKYHY,Ravan Villan,I went to skyhy terrace lounge on weekend and it was great experience.nice food.love the ambience.nice place to have photos.good place to visit along with friends to dance..asome cocktails..friendly with mr london,5,"1 Review , 2 Followers",10/4/2018 1:22,0,,"{'food': ['nice food'], 'drink': ['some cocktails']}"
SKYHY,Praveena,I went to this restaurant on weekend and it was a great experience. Nice food. Love the ambience. Nice place to have pictures. Good place to visit along with friends to dance. @london bhaya,4,"1 Review , 1 Follower",10/3/2018 18:27,0,,"{'food': ['Great experience', 'Nice food', 'Love the ambience', 'Good place to visit along with friends to dance'], 'drink': []}"
SKYHY,Ankita,"So beautiful, great DJ nights, economic, great open air ambience and good food. It has always been my weekend spots. Lovely place to be. Must visit if you live near by Gachibowli.",5,"10 Reviews , 179 Followers",10/2/2018 14:10,0,,"{'food': ['great food'], 'drink': []}"
SKYHY,Swaraj Singh Chauhan,"Nice ambience, great service by Sahu Bhaiya. There's no more hookah service though. :( But the place is great and less crowded even on weekends",4,"20 Reviews , 187 Followers",9/29/2018 23:48,0,,"{'food': ['Sahu Bhaiya'], 'drink': []}"
SKYHY,Skandha Krishna,"Nice place to hang out with friends. It has live cricket screening, quite big screen. Food orders are served within 10 mins, quite quick. Good ambience. Good service. It is a place to revisit.",5,"7 Reviews , 5 Followers",9/29/2018 10:37,0,,"{'food': ['food orders are served within 10 mins', 'quite quick'], 'drink': []}"
SKYHY,Ishita Narain,"Firstly the pictures that they have put up makes this place looks brightly light but it is kind of dark and the ambiance is not exactly as portrayed. Not very crowded which makes it spacious enough. Food is okay but the service was pathetic. When asked for spoons, the waiter asked us to use the serving spoon instead. There was a lot of delay in service and mismanagement.",2,"96 Reviews , 353 Followers",9/28/2018 3:47,0,,"{'food': ['food'], 'drink': []}"
SKYHY,Bhrigu Kapur,"The staff is professional and courteous. A shout out to
Sahoo for the excellent service!
Great ambience with good food.
A really nice experience.",5,"1 Review , 21 Followers",9/26/2018 22:54,0,,"{'food': ['food'], 'drink': []}"
