Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514,ner_results
T Grill,Itz Sai,Been here multiple times and the food is always good..very good ambience in the evenings..only issue is their food is spicy even after u mention it to be low spicy..,4,"16 Reviews , 16 Followers",3/17/2018 21:18,0,,"{'food': ['Been here multiple times and the food is always good..very good ambience in the evenings..only issue is their food is spicy even after u mention it to be low spicy'], 'drink': []}"
T Grill,Raghunatha Reddy Ontikommu,"On the way back home from Mrugavani National Park, had a stop here for lunch. I really felt the present state of this place like lot of things gone missing. First impression, no one at the parking to guide or coordinate it, all were parked zigzag, welcomed by foul odour at that point.
Huge place, but no one seem to let us know of how to proceed further, like where to sit or dine, especially if it was first time like me. Initially noticed an outdoor seating, organized perfectly under hut shape units spread across the whole area with vibrant chairs and tables. Felt like scorching sun breeze wouldn't make us withstand it for quite long and so thought not an good idea to have lunch outdoors, also felt kitchen exhaust smoke widespread. No one cared to guide until I personally asked of any indoor is available.
So shifted to inside dining room, great relief finding at a corner a place for us. Our order was Veg platter - not worth price, taste, quantity. Jumbo chicken Biryani - evenly cooked, tender chicken, not so flavorful, Mutton Biryani is good.
Service lag, may be of huge rush. Missing fine dine features, asked for finger bowl but got an answer to wash hands outside.
Village back drop artifact, greenery are little bit saviors. May be at evening hours, outdoor seating could be good choice. Anyway no thrill at T grill.",3,"104 Reviews , 2833 Followers",3/15/2018 11:22,3,,"{'food': ['Veg platter', 'Jumbo chicken Biryani', 'Mutton Biryani'], 'drink': []}"
T Grill,Neha Aggarwal,A different place which used to serve finger licking food. Service is very slow. Only instant ice cream is amazing. I can give 5 stars to the Ice cream.,2,"91 Reviews , 191 Followers",3/15/2018 10:41,0,,"{'food': ['finger licking food'], 'drink': ['instant ice cream']}"
T Grill,Vemulapalli Sharmista,Good place to hangout with large number of people.Service was good and fast.Fine and nice dining place.Menu has the regular cuisine and which has a great taste as well.,4,"63 Reviews , 142 Followers",3/14/2018 16:20,0,,"{'food': ['Fine and nice dining place.'], 'drink': []}"
T Grill,Manoj Atmakuru,Good place to pass time with buddies in the open air varandah restaurant. Ulavacharu Veg Pulao and Kaju Masala are my favourites here. Service takes time during daytime as it’s the most happening place around the IT corridor.,4,"9 Reviews , 50 Followers",3/3/2018 11:55,0,,"{'food': ['Ulavacharu Veg Pulao', 'Kaju Masala'], 'drink': []}"
T Grill,Nabh Singhal,"A different kind of taste for chicken lovers,veg is not that good,one time visit is not bad idea and it has huge open space for dining and staff is also co operative.",3,"13 Reviews , 835 Followers",2/21/2018 2:12,0,,"{'food': ['chicken lovers'], 'drink': []}"
T Grill,Akanksha Prakash,"Horrible service , Tasteless food, poor service, worst ambience ,Too costly,Will never visit again to this restaurant.Veg and Non-veg food both are worst",1,"2 Reviews , 9 Followers",2/16/2018 14:36,0,,"{'food': ['Tasteless food', 'poor service', 'worst ambience', 'Too costly'], 'drink': []}"
T Grill,Thanoj Katepally,Yesterday we had lunch at T-grill. We ordered chicken wings and panner kabab. Chicken wings were good and panner kabab was just okay. Naan and panner butter masala is good. We ordered chicken biryani and it was substandard and we are disappointed. Ambience is good for night dinner.,2.5,"21 Reviews , 19 Followers",1/20/2018 20:34,0,,"{'food': ['chicken wings', 'panner kabab', 'Naan', 'panner butter masala'], 'drink': []}"
T Grill,Sudheer Reddy,"Firstly this restaurant is very untidy and noisy. The ambiance was the worst and it is crowded and untidy place. So couples who want to have a good time please stay away.

However the food was ok. You can visit this restaurant once to just have a taste of the dishes. I still wonder why most people prefer t-grill despite all its negatives. 👎

Overall rating: 2/5 (just ok)
Taste of food: 3/5 (average)
Ambience and cleanliness: 1/5 (worst)
Service: 2.5/5 (below average)

Thank you 🙏 for reading. Please follow me so that you won’t miss my latest reviews.",2,"50 Reviews , 223 Followers",1/4/2018 14:56,1,,"{'food': ['t-grill'], 'drink': []}"
T Grill,Arpita Sarkar,Worst experience in sense of service. We came to this place group of 9 people. They were taking forever to take the orders. We received piece of hair in one of the starter. We had to seek the people to take our orders. Quantity of all the starters was very less. Every time we needed to ask them to serve. They were leaving the starters just like that on table. All the dishes were average or can rate them below than that as well. None of them was extraordinary. Waiting for main course was more than 30 mins.,2,"2 Reviews , 2 Followers",12/22/2017 19:32,0,,"{'food': ['piece of hair'], 'drink': []}"
T Grill,|| Viharika Rathode ||,"It’s situated after icici building,spread into huge place .
Went for lunch here, ordered Masala Kulcha tasted ok, Murgh Malai Kebab was good and kheema Pulao , which was special dish that day , was good , but it’s always crowded due to the offices nearby .",4,"144 Reviews , 1028 Followers",12/19/2017 0:17,5,,"{'food': ['Masala Kulcha', 'Murgh Malai Kebab', 'Kheema Pulao'], 'drink': []}"
T Grill,Meher Chaitanya,A good place for some Telangana taste! The grill items are really good. The biryani here is tasty and prepared with good ratio of rice meat and spices in perfect proportion! A little above budget pace but a good place to hangout with a projector and some bonfire under shacks,3.5,"29 Reviews , 177 Followers",12/16/2017 20:19,0,,"{'food': ['grill items', 'biryani'], 'drink': []}"
T Grill,Ranjith Regulla,"I  went with my office team and was disappointed with the cost and food taste.

We tried Mutton Kunda Pulav and it costed us 349 INR but was not worth it. and taste was not that awesome.

Ambiance was good though .",2.5,"32 Reviews , 113 Followers",12/15/2017 14:34,0,,"{'food': ['Mutton Kunda Pulav'], 'drink': []}"
T Grill,Raghu,"Located near Varun motors,
Been to this pace for lunch,
Place is huge with good outdoor seating.
Ordered chicken corn soup, boneless chicken kebab, chicken and mutton biryanis.
Chicken corn soup is ok.
Chicken kebab, soft and tender, tastes good, which is worth a try.
Mutton biryani is ok.

Cons : no proper service and waiting time is more.

Overall ok.",3,"443 Reviews , 1016 Followers",12/5/2017 1:04,9,,"{'food': ['chicken corn soup', 'boneless chicken kebab', 'chicken and mutton biryanis'], 'drink': []}"
T Grill,Tarun Digavalli,"Heyy veggies!! Good ambience!!
Food I should say is not so appealing...very tough to recommend or think of any standout...Butter Roti is good in breads
Service is good I should say...
Let's talk about Don't Trys:
Manchow Soup
Mushroom Starters (as a mushroom fan..disappointment)
This place would be in my choices with hangouts as priority and not food",2.5,"161 Reviews , 374 Followers",12/3/2017 2:17,0,,"{'food': ['Butter Roti'], 'drink': []}"
T Grill,Krishnamraju Maladi,"Great ambience and hut style .....Ragi mudda combo was so tasty and fish is awesome ........Must go with family ..,...............
..



.........",3.5,"5 Reviews , 43 Followers",11/27/2017 22:30,0,,
T Grill,Darshana Krishnadas,"Had heard a lot about the place. So finally decided to make a visit specially because it was quite close from our place. It's very spacious with lot of fresh air and tables at quite a distance from each other. The staff is very courteous and quick.

Now coming to the food the paya soup was horrible, but the staff was quick to replace it and suggest a better option which was really good.
Nice rotis and tasty biryani. The star of the evening was the methi chicken. Extra ordinary flavour and a very different taste. Definetly to be tried.

One place on my list which I know is reliable.",4.5,"21 Reviews , 17 Followers",11/26/2017 18:35,0,,"{'food': ['rotis', 'biryani', 'methi chicken'], 'drink': []}"
T Grill,Shiva Mysore,"They have the best Andhra Cuisine in Hyderabad. I couldn't try much tasted Mutton Seekh Kebab and Mutton biryani. Mutton was cooked properly you can feel the aroma and softness while eating. The ambience is great and prices on menu are reasonable to try once in a time.

Happy Eating!",4,"9 Reviews , 371 Followers",11/14/2017 20:45,0,,"{'food': ['Mutton Seekh Kebab', 'Mutton biryani'], 'drink': []}"
T Grill,Jagannath Rao Bandari,"Good food, value for money. We need not wait for much long after the food order, it's really fast. Good place for people how want spicy food, if u ask they would less it's as per ur requirement.",4.5,"34 Reviews , 530 Followers",11/1/2017 11:27,0,,"{'food': ['Good food', 'spicy food'], 'drink': []}"
T Grill,Roshni Aftab,"Went here for a team party, the food was top notch and tasted quite different from the usual ones. If you are looking for a change for your taste buds , go for T Grill.
The service can be improved a bit. Otherwise everything is perfect .

P.S.: This place is not for you if you aren’t a fan of spicy food. :p",4.5,"48 Reviews , 135 Followers",10/15/2017 12:06,0,,"{'food': ['top notch', 'tastes quite different from the usual ones'], 'drink': []}"
T Grill,Candana Rudroju,Very bad restaurant. Wast of money and worst quality of food especially Birney and starters its better to go to buffet abs with that money. Worst quality of food,1,"1 Review , 2 Followers",10/2/2017 16:10,0,,"{'food': ['Birney', 'starters'], 'drink': []}"
T Grill,Santhosh Reddy V,"It’s a disaster.
Worst food ever.
Too costly for the worst food.
All the chicken curries are worst and never recommended for anyone..
Worst experience ever",1,"1 Review , 64 Followers",10/2/2017 15:58,0,,"{'food': ['chicken curries'], 'drink': []}"
T Grill,Ajay,"Great value for money spent. Natural ambience, felt happy spending the time.

Ambience - 5
Food - 4
Photographic location - 4

Loved it👌

#Eat what you can",4,"84 Reviews , 131 Followers",10/1/2017 0:06,0,,"{'food': ['Great value for money spent.', 'Natural ambience, felt happy spending the time.'], 'drink': []}"
T Grill,Alnick Bryan,I can't explain the feeling i felt when I started eating the two most beautiful things that exist in this world: Butter Naan and Kothimeera chicken.,4.5,"5 Reviews , 7 Followers",9/14/2017 22:37,1,,"{'food': ['Butter Naan', 'Kothimeera chicken'], 'drink': []}"
T Grill,Chandan Mashetty,"Been here with my team mates..chicken kebab, chicken drumsticks like tangdi kebabs, fish kebab was all very tasty and good..chicken biryani was not that great ..it was ok .
Overall a nice place for starters !!
Outside sit out place is good than inside ..😉",3.5,"38 Reviews , 14 Followers",8/17/2017 16:56,0,,"{'food': ['chicken kebab', 'chicken drumsticks', 'fish kebab'], 'drink': []}"
T Grill,Jitendra Kumar,"Lovely place to dine. On my day off I often visit there, they serve good briyani. Their staff know well about their food and portion size, good suggestion by staff about food.",5,"18 Reviews , 3263 Followers",8/16/2017 19:51,0,,"{'food': ['briyani'], 'drink': []}"
Momos Delight,Monica Pandey,Ordered because I wanted to eat momos so much and DLF area is popular for street food but I am Disappointed! The momos were undercooked and dry. Had ordered two veg steamed momos and I felt sad because it neither fulfilled my cravings nor it filled my tummy. The closings were hard and uneatable.,1,"1 Review , 28 Followers",5/18/2019 23:26,1,,"{'food': ['momo'], 'drink': []}"
Momos Delight,Gautam Narang,"So it’s 11:30 on a Friday night, most of the restaurants are closed and we are hungry. We find this restaurant still delivering with ratings more than four. We order Veg Steamed Momos and Chicken Steamed Momos. We get the delivery on time and the food is not bad. Schezwan Sauce is steamy hot and delicious; but both the Momos on the drier side. Hence going with 3/5 for this restaurant.",3,"16 Reviews , 82 Followers",5/18/2019 0:24,0,,"{'food': ['Veg Steamed Momos', 'Chicken Steamed Momos'], 'drink': []}"
Momos Delight,Ritwik Borgohain,"I ordered the steamed chicken and fried chicken momos.
The momos are pretty terrible, especially considering how much they are asking for it. I've had cheaper and better momos from roadside vendors.They also made my stomach upset which is a sure sign of them serving old and unhygienic food since even the roadside momos have never done this to me.

I would definitely steer clear of this place, especially if you have ever had even half decent momos from anywhere else.  Also this is the first time someone has given mayo with momos and I can confirm that the combination is as disgusting as it sounds.If you have poor taste in food or have a stomach made of iron, then sure, go ahead and order from this farce of a momo joint. Otherwise learn from my mistake and let it be the only one to have occurred.",1,"2 Reviews , 26 Followers",5/10/2019 23:12,0,,"{'food': ['steamed chicken', 'fried chicken'], 'drink': []}"
Momos Delight,Anjanaa Karthik,"All the Hyderabadis out here, anybody who here who loves street food, obviously, DLF is out there for you ! But don't forget to look out for this shop. You would find steamed and fried momos, but it's very rare to find kurkure momos. Have you even heard about those? Wanna grap a taste ? Go to DLF right away ! :)
It's mouth smacking.",4,"42 Reviews , 53 Followers",5/9/2019 17:36,1,,"{'food': ['momo', 'kurkure momo'], 'drink': []}"
Momos Delight,Biswarup Bose,One of the best places to have momos in and around gachibowli. Located right opposite to DLF this place is over till late night. My favourite is the kurkure momo here. Tastes very different from all the other momos. Must try.,4,"22 Reviews , 63 Followers",4/28/2019 17:22,0,,"{'food': ['kurkure momo'], 'drink': []}"
Momos Delight,Pallavi Mitra,"Paneer fried momo was yummy. Thank you, the Mayo and sauce was good. Momos could be more softer, fried was too crispy. Taste could also improve much more.",3,"12 Reviews , 2 Followers",4/16/2019 20:46,1,,"{'food': ['Paneer fried momo'], 'drink': ['Mayo', 'sauce']}"
Momos Delight,Jay Mehta,"Watching ipl and ordred norfest, thought of adding some appetizer to my meal...ordered kurkure momos vegetarian.

Arrived nice and hot and on time

Problem- the fried kurkure felt fried on stale oil, the coating was really thick tasted more of the oil coating than anything inside.

Sauce was mayo and red sauce. I am not sure how ppl eat mayo with momos? Antways i tried the red sauce , thinking that sauce may help with thick coating and oil, sauce was realy confusing zero taste just sodium thats it!

Lessons- never order fried momos again EVER! May try the steamed based on rating.",2,"46 Reviews , 43 Followers",4/12/2019 22:44,1,,"{'food': ['kurkure momos'], 'drink': []}"
Momos Delight,Shlok Gupta,"I am addicted to their chicken Kurkure momos.

It's so yummy. Thanks for bringing momos culture to Hyderabad. Hoping to see this culture springs a lot in future.",5,"53 Reviews , 284 Followers",3/31/2019 23:58,0,,"{'food': ['chicken', 'momo'], 'drink': []}"
Momos Delight,Sri D,"I never had a good momos until before I ordered from here. Always thght momos were over-rated. But Momos Delight proved me wrong. I ordered veg- kurkure momos through Zomato and they were lip-smacking good. The red-chilli chutney and mayonnaise were good combination with the momos. Also, they were delivered to me when they are still hot. Zomato’s service has never been disappointing.",5,3 Reviews,3/31/2019 20:42,0,,"{'food': ['momos', 'veg-kurkure momos'], 'drink': []}"
Momos Delight,Avinash Agarwal,It may appear slightly expensive for momos. But they truly taste as amazing if not better than the best momos you had in a north eastern Indian city. Especially the steamed chicken momos with the masala spread and the super spicy chutney perfectly compliments it,5,"6 Reviews , 4 Followers",3/30/2019 22:08,0,,"{'food': ['steamed chicken momos', 'masala spread', 'super spicy chutney'], 'drink': []}"
Momos Delight,RENUKA DEVI Katikala,"Want to enjoy best steamed momos, this is a must visit place. Chicken or veg they got tasty momos here.
They provide momos with mayo and red sauce.",4,"11 Reviews , 4 Followers",3/29/2019 1:11,0,,
Momos Delight,Shrutipriya Nandi,Ordered momos from here many times.This place is good for momo lovers like me.I have tried their kukure chicken momo and steamed chicken momo and both are nice.The price of kukure momo is a bit high but it's crispy and tasty so worth a try.,4,"10 Reviews , 41 Followers",3/16/2019 17:02,0,,"{'food': ['momo', 'kukure chicken momo', 'steamed chicken momo'], 'drink': []}"
Momos Delight,Krishspark,We have been a regular customer of momos delight. We usually order kurkure momos its super tasty can give 5 stars for tht. Couldnt click a pic of tht we finished it fast. And the next one is fried chicken momos thts also a must try.,5,"18 Reviews , 11 Followers",3/14/2019 23:14,5,,"{'food': ['kurkure momos', 'fried chicken momos'], 'drink': []}"
Momos Delight,Triveni Arora,I would not recommend this place. I tried their steamed momos and kurkure ones too which were not upto the mark. They dont serve that spicy red chutney that was a bigger shock for me.,2,"22 Reviews , 46 Followers",3/4/2019 19:19,0,,"{'food': ['steamed momos', 'kurkure'], 'drink': []}"
Momos Delight,Aloysious Michael,"The Best in n around gachibowli. The best among all. No doubt the shop is small, btw quality is good and worth the money u pay. Try it without hessitating.
Good good good ❤ 💕",5,"1 Review , 1 Follower",2/28/2019 20:52,0,,"{'food': ['pizza', 'pasta', 'burger'], 'drink': ['coffee', 'tea', 'juice']}"
Momos Delight,Mouboni Dutta,I have been here and had it's momos. It was not that great! So i had ordered chicken steamed momos on zomato and was disheartened to find that the momos have degraded further in it's taste. The outer covering was dry and not well cooked. It tasted like it was not freshly made. The filling was not satisfying at all. Moreover the salt was a bit over the top. The sauce served was excessively salty and tasted like tomato sauce mixed with chilli paste. Not good at all. I had been in their shop quite e few times but this time it was really disappointing.,2,"5 Reviews , 2 Followers",2/28/2019 0:37,0,,"{'food': ['momos'], 'drink': []}"
Momos Delight,Rachana Srivastav,I've ordered several times from this place and their Kurkure Momos are simply awesome. They taste just how you get them in Delhi. Even the fried and steamed momos are good but can't beat Kurkure Momos!,4,"22 Reviews , 13 Followers",2/27/2019 19:56,0,,"{'food': ['Kurkure Momos'], 'drink': []}"
Momos Delight,Pratap,"One of the best places to have momos. Had ordered quite a few times from this place through swiggy and zomato. Delivery was on time and packaging was good.
Chicken momos were simply awesome, liked it. Chicken Fried Momos were also good .
Mayonnaise was nice, momo sauce could be better though.",4,"76 Reviews , 64 Followers",2/22/2019 13:46,2,,"{'food': ['Chicken momos', 'Chicken Fried Momos'], 'drink': []}"
Momos Delight,Saswati Kar Choudhury,"So on one of the weeknite i craved for momos.Most of the delivery points were closed except this.So thot to give it a try.Delivery was delayed and that made me lil upset.I ordered two things: Veg steamed momos and chicken steamed momos.

Veg steamed momos:The packaging was real bad and u cud see momos out of the silver foil box.The filling of the momo wasnt really pleasing and was not tasty enuf to swat my mood.The veggies seemed to be over burnt and they didnt smell good either.The schezwan chutney that they usually setve with momos was more lookinglike tomato ketchup and the quantity was so lil that it cud just suffice 1 momo.
Chichen steamed momo:All of the above applies though the chicken smelled as if it was day old.

Highly disappointing! 2stars just for the zomato valet!",2,"51 Reviews , 232 Followers",2/21/2019 23:02,0,,"{'food': ['Veg steamed momos', 'Chichen steamed momo'], 'drink': []}"
Momos Delight,Raghu,"Known for its momos.
Been to this place couple of times.
Had fried momos in veg and paneer.
Momos, served with mayonnaise and spicy sauce.
Tastes good.

Overall ok.",4,"443 Reviews , 1016 Followers",2/17/2019 0:03,1,,"{'food': ['momos', 'fried momos', 'veg momos', 'paneer momos'], 'drink': ['mayonnaise', 'spicy sauce']}"
Momos Delight,Shweta Rapriya,I had ordered veg friend momos and the Momo had no filling in it .. giving 3 starts because of last time's decent experience. Please take care while packing the food.,3,1 Review,2/16/2019 23:32,1,,"{'food': ['veg friend momos'], 'drink': []}"
Momos Delight,Ashwini Singh,Every time I am having a good experience with delight momos. The taste of the momos is so amazing. Kurkure Momos is outstanding n superb . It's one of the best outlet for Momo's lover.,5,"8 Reviews , 39 Followers",2/8/2019 12:30,0,,"{'food': ['momo'], 'drink': []}"
Momos Delight,Sejal Vaghela,Misleading outlet for vegetarians. Owner lied when asked about maintaining separate utensils for veg and nonveg. Never visit if you are a strict vegetarian.,1,"1 Review , 1 Follower",2/4/2019 23:30,0,,"{'food': ['vegetarian'], 'drink': []}"
Momos Delight,Abhishek Ganguly,"Momos Delight
The chicken kurkure Momo's were a true delight and so were the chicken Momo's which were sprinkled with some special masala. The only downer was the red Momo chutney as it tasted like Tomato sauce. I am sure if they can make authentic Momos,then they can also make authentic Momo's chutney.",4,"100 Reviews , 213 Followers",1/23/2019 22:09,2,,"{'food': ['chicken kurkure', ""chicken Momo's"", 'special masala'], 'drink': []}"
Momos Delight,Tara R Nair,"Ordered steamed veg, paneer and chicken. Chicken was okayish. Paneer was nothing but onion. veg is a total no no! On a side note, who gives out mayo with Momos . Very pocket friendly though.",2,"1 Review , 15 Followers",1/22/2019 23:05,1,,"{'food': ['steamed veg', 'paneer', 'chicken'], 'drink': []}"
Momos Delight,Soumyaranjan Nayak,"The best Momos in Hyderabad I have had so far. Right on DLF Road, easy to find. Their Chicken Kurkure Momos are just wow. Excellent food at a reasonable price.",5,"2 Reviews , 2 Followers",1/11/2019 22:16,0,,"{'food': ['Chicken Kurkure Momos'], 'drink': []}"
Momos Delight,Nisha Jonwal,One of the best momos place in hyderabad. I ordered chicken steam momos. They were like Delhi style momos. Red momos jauce is spicy and many. Momos have good amounrlt of filling with thin outer covering. Packaging is also nice and clean.,5,"14 Reviews , 119 Followers",12/31/2018 8:16,0,,"{'food': ['chicken steam momos', 'Delhi style momos'], 'drink': []}"
Momos Delight,Subhashree Dey,Chicken momos is fine. I have tried veg before. That's also good. But the problem is mayonnaise. These people use readymade mayonnaise which tastes really horrible/spoiled. Instead they should start making their own.,2,"20 Reviews , 10 Followers",12/29/2018 21:32,0,,"{'food': ['Chicken momos', 'veg'], 'drink': [""That's also good""]}"
Momos Delight,Deep Mitra,"Food quality is very poor.today I ordered veg momo.this quality of food is very worst.i can't able eat.dont buy from
here. Such a shameful service.",1,"1 Review , 9 Followers",11/27/2018 22:23,1,,"{'food': ['veg momo'], 'drink': []}"
Momos Delight,Pathakastha666,"I ordered a home delivery of steamed chicken momos, since it was the bestseller. The momos tasted old and chicken tasted lemony. The sauce was traditional red sauce that had no flavour because of excess water added and other sauce was store bought mayo. I had to throw the momos away",2,"41 Reviews , 34 Followers",11/23/2018 0:51,0,,"{'food': ['steamed chicken momos'], 'drink': []}"
Momos Delight,Satyajit Mahapatra,5 Tiny Veg Momos is what you get for Rs.75. Hyderabad is paradise for food lover but this place is a blot on hyderabad. Added a pic. This is what you get in Momos. Please avoid,1,"1 Review , 1 Follower",11/21/2018 22:46,1,,"{'food': ['5 Tiny Veg Momos', 'Hyderabad'], 'drink': []}"
Momos Delight,Divya Saraf,"I loved the concept of kurkure Momo's, and was lucky enough to savour the last plate of the night...super delicious and all time favorite 😋😋",5,"1 Review , 66 Followers",10/29/2018 0:47,0,,
Momos Delight,Pranay Ch,"Ordered momos from swiggy and this is what I get, stinky and broken momos.

I have never seen such worst and bad momos ever in my life.

I'll never order anything from here again",1,"1 Review , 1 Follower",10/25/2018 22:50,1,,
Momos Delight,Neelesh Sai,Momos here are really tasty and especially the steamed momos are steamed properly with a thin outer layer.fried momos and kurkure momos are also good,4,"5 Reviews , 1 Follower",10/24/2018 0:22,0,,
Momos Delight,Anam Raihan,I didn't got the order and I kept calling the delivery guy and he was not receiving my call. I don't know what is wrong with the delivery boy literally pathetic service,1,"1 Review , 1 Follower",10/13/2018 23:18,0,,"{'food': ['I', 'got', 'the', 'order'], 'drink': ['I', 'kept', 'calling', 'the', 'delivery', 'guy', 'and', 'he', 'was', 'not', 'receiving', 'my', 'call']}"
Momos Delight,Aishwarya Madan,"I orderedered fried veg momos from this place which were pretty good, not very spicy, filled with veggies,not too oily ,but the quantity was disappointing for the price it came for.",4,"15 Reviews , 3 Followers",10/9/2018 22:14,1,,"{'food': ['fried veg momos'], 'drink': []}"
Momos Delight,Abhishek Kumar,"if there was minus rating, I would have given that.
Momos were cold.",1,"11 Reviews , 6 Followers",10/8/2018 1:34,0,,"{'food': ['Momos'], 'drink': []}"
Momos Delight,Abhinay Ankala,Its one of my favourite places to have momos. Im addicted to this place... perfect steamed momos at affordable pricing. they have the fried momos n kurkure momos which are a must try too... happy dining yall !,5,"25 Reviews , 140 Followers",9/22/2018 15:19,0,,"{'food': ['momo', 'kurkure momo'], 'drink': []}"
Momos Delight,Mukkutanmai1444,v good,5,1 Review,9/18/2018 19:51,0,,"{'food': ['v'], 'drink': ['good']}"
Momos Delight,Rajat Goel ✳️,"A small kiosk among the many eateries opposite the DLF building. A friend recommended this place as authentic Delhi style Momos, so stopped by.

At around 9pm, only steamed chicken Momos (60/5) were available. They were absolutely steamy hot, soft and delicious. Inside the thin Momo skin, was a large filling of minced chicken meat, minimal veggies. Just perfect.

Momos were served with a nice spicy and tangy red chilly chutney, and a dollop of mayonnaise, that I left. Somehow the combination of Momos and Mayo didn't work for me.

They have crusted 'Kurkure' momos that weren't available, but hope to try them sometime later!

Here's my overall SCORE:
Food - 5/5 (Chicken filling! ⭐)
Ambience - NA
Service/ Speed - 5/5 (instant ⭐, but availability 👎🏻🙁)
VFM - 5/5 (60 for 5 is very good for taste and quality!⭐)",4.5,"148 Reviews , 3383 Followers",9/10/2018 0:00,1,,"{'food': ['Chicken filling!'], 'drink': []}"
Momos Delight,Vikkupedia,"I chose Veg Kurkure Momo's from this place after hearing lot of mouth reviews.
Momo's very perfectly fried and very crispy from out. Filling was good.
Accompaniments of Mayo and Red chuney were sufficient and tasty.",4,"91 Reviews , 179 Followers",9/8/2018 21:14,1,,"{'food': ['Veg Kurkure Momo', 'Frying'], 'drink': ['Mayo', 'Red chuney']}"
Momos Delight,Brotati Haldar,Excellent momos....Ordered kurkure momo and steamed chicken momo...they are just fabulous....would like to order next time..lovely food.....,5,"2 Reviews , 13 Followers",9/8/2018 20:42,0,,"{'food': ['momo', 'chicken momo'], 'drink': []}"
Momos Delight,Poripireddi,very tasty,5,1 Review,9/3/2018 22:35,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
Momos Delight,Beda Prakash,"The best kurkure Momo's in Hyderabad.
The paneer n the chicken kurkure Momo's are just awesome. I dint try veg so. N also paneer n chicken steam Momo's are very good too. Would love to know the recipe of chicken kurkure Momo's from the Chef. Every body loved it in my office too. Thank you",4,"4 Reviews , 1 Follower",8/30/2018 19:42,0,,"{'food': ['paneer', 'chicken'], 'drink': []}"
Momos Delight,Pooja Rai,"Best momos till date in Hyderabad city ! Keep up the same work !!
Stuffing is tasty for both veg and non veg.
Me and my colleagues liked it a lot.",5,"2 Reviews , 4 Followers",8/28/2018 19:17,0,,"{'food': ['stuffed eggplant', 'stuffed potato', 'stuffed cauliflower'], 'drink': []}"
Momos Delight,Kajal Arora,Got delicious streamed veg momoz :),5,"21 Reviews , 11 Followers",8/27/2018 21:11,0,,"{'food': ['veg'], 'drink': []}"
Momos Delight,Pn Santosh,delivery was great,4,"7 Reviews , 1 Follower",8/26/2018 2:14,0,,"{'food': ['delivery'], 'drink': []}"
Momos Delight,Risheel K,nice taste but chutney quantity needed to improve.,4,"7 Reviews , 1 Follower",8/24/2018 20:47,0,,"{'food': ['nice taste'], 'drink': ['chutney']}"
Momos Delight,Robin Son,found died mosquito in food..yaak such worst taste,1,"3 Reviews , 2 Followers",8/22/2018 1:58,0,,"{'food': ['died', 'mosquito'], 'drink': ['yaak']}"
Momos Delight,Saaransh Kumar,Finally some momo joint with consistent taste and quality. Really love all the variety of momos they offer. Good price great taste. A delightful thumbs up 👍,4,"28 Reviews , 50 Followers",8/16/2018 21:15,0,,
Momos Delight,Manoj Nair,I loved it . Would have given 5 but giving it rating of 4 as sauce and mayo quantity was very less. Ordered 2 plates though got sauce and mayo only for 1,4,"1 Review , 1 Follower",8/9/2018 10:25,0,,"{'food': ['sauce', 'mayo'], 'drink': []}"
Momos Delight,Amitabh Mishra,good,5,"1 Review , 11 Followers",8/7/2018 23:44,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
Momos Delight,Sagarika Sahu,"The veg fried momos were so awesome. The spicy dip and sweet cream were stars of the savoury dish.
Looking forward to order multiple times further",5,4 Reviews,8/6/2018 21:40,0,,"{'food': ['veg fried momos', 'spicy dip', 'sweet cream'], 'drink': []}"
Momos Delight,Bhagyasri,mayonnaise was not included,3,1 Review,7/31/2018 21:45,0,,"{'food': ['mayonnaise'], 'drink': []}"
Momos Delight,Bikalpa Pandey,the momo was smelling and tasting really bad.. like rotten meat.. I ordered from here regularly but this was the worst experience.. I had to throw all the momos away.. Zomato needs to have some quality check for the restaurant they include.. also please don't share my number with the owner.. I don't want to be contacted,1,"39 Reviews , 23 Followers",7/28/2018 22:53,0,,"{'food': ['momo'], 'drink': []}"
Momos Delight,Palash Sarkar,"didn't find any taste in chicken momos, the veg momos were horrible.. stuff inside the momos were not boiled properly...will never order from them again",1,"5 Reviews , 18 Followers",7/28/2018 22:01,0,,"{'food': ['chicken momos', 'veg momos'], 'drink': []}"
Momos Delight,Rohita Das,awesome,5,"2 Reviews , 7 Followers",7/28/2018 19:35,0,,"{'food': ['pizza', 'burger'], 'drink': ['coke', 'juice']}"
Momos Delight,Nancy Lydia,Good,5,"0 Reviews , 1 Follower",7/28/2018 19:26,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
Momos Delight,Rahul Maity,good,5,"2 Reviews , 48 Followers",7/28/2018 0:15,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
Momos Delight,Anjum Daniels,awesome delivery,5,"3 Reviews , 125 Followers",7/27/2018 21:19,0,,"{'food': ['pizza', 'burger', 'pasta'], 'drink': ['coke', 'juice', 'water']}"
